product-img-link href,cleanDesc,part-info 2,stock-status,price,btn,wishlist-label href,short-description,pricecut
https://www.turnermotorsport.com/p-373664-bmw-wheel-spacer-kit-125mm/,ECS Tuning Wheel Spacers - 12.5mm - 74.1mm CB,ECS263E70,In Stock,$88.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Drastically improve the looks of your vehicle while improving your vehicle's handling characteristics and/or easily adjust your wheel fitment to allow for the proper clearance when installing parts such as new wheels, big brake kits, or lowering suspension components.Interference from components such as shocks, springs, or control arms are a common issue when installing wheel that are not a direct OE size replacement. By moving your wheels a few millimeters each, you can give yourself enough clearance for proper wheel fitment and give your car a wider stance in the process.ECS Tuning wheel spacers are constructed of high quality 6061-T6 aircraft grade aluminum and are specifically designed by in-house engineers and cnc machined to exact standards, ensuring the best fitment possible. By carefully measuring the OEM wheel hubs and bore dimensions, these spacers mount with minimal clearance to prevent any vibration, retaining the stock-like vibration free operation.",
https://www.turnermotorsport.com/p-380474-wheel-spacerhub-adapter-bolt-kit-13mm/,ECS Tuning Wheel Spacer/Hub Adapter & Bolt Kit - 13mm - 74.1mm t...,3990ECS01-13KT,In Stock,$116.35,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Drastically improve the looks of your vehicle while improving your vehicle's handling characteristics and/or easily adjust your wheel fitment to allow for the proper clearance when installing parts such as new wheels, big brake kits, or lowering suspension components.Interference from components such as shocks, springs, or control arms are a common issue when installing wheel that are not a direct OE size replacement. By moving your wheels a few millimeters each, you can give yourself enough clearance for proper wheel fitment and give your car a wider stance in the process.ECS Tuning wheel spacers are constructed of high quality 6061-T6 aircraft grade aluminum and are specifically designed by in-house engineers and cnc machined to exact standards, ensuring the best fitment possible. By carefully measuring the OEM wheel hubs and bore dimensions, these spacers mount with minimal clearance to prevent any vibration, retaining the stock-like vibration free operation.",$119.95
https://www.turnermotorsport.com/p-373667-bmw-wheel-spacer-kit-20mm/,ECS Tuning Wheel Spacers - 20mm - 74.1mm CB,ECS265E70,In Stock,$101.80,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Drastically improve the looks of your vehicle while improving your vehicle's handling characteristics and/or easily adjust your wheel fitment to allow for the proper clearance when installing parts such as new wheels, big brake kits, or lowering suspension components.Interference from components such as shocks, springs, or control arms are a common issue when installing wheel that are not a direct OE size replacement. By moving your wheels a few millimeters each, you can give yourself enough clearance for proper wheel fitment and give your car a wider stance in the process.ECS Tuning wheel spacers are constructed of high quality 6061-T6 aircraft grade aluminum and are specifically designed by in-house engineers and cnc machined to exact standards, ensuring the best fitment possible. By carefully measuring the OEM wheel hubs and bore dimensions, these spacers mount with minimal clearance to prevent any vibration, retaining the stock-like vibration free operation.",$104.95
https://www.turnermotorsport.com/p-373681-bmw-175mm-wheel-spacers-ecs-conical-seat-bolt-kit/,"ECS Tuning Wheel Spacer & Bolt Kit - 17.5mm - 74.1mm CB
       ...",ECS266E70WB,In Stock,$111.31,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Drastically improve the looks of your vehicle while improving your vehicle's handling characteristics and/or easily adjust your wheel fitment to allow for the proper clearance when installing parts such as new wheels, big brake kits, or lowering suspension components.Interference from components such as shocks, springs, or control arms are a common issue when installing wheel that are not a direct OE size replacement. By moving your wheels a few millimeters each, you can give yourself enough clearance for proper wheel fitment and give your car a wider stance in the process.",$130.95
https://www.turnermotorsport.com/p-340498-turner-bmw-e39-20mm-wheel-hub-adapters-e36e46-wheels-for-e39-5-series/,Turner BMW E39 20mm Wheel Hub Adapters - E36/E46 Wheels for E39 5-se...,TWH9905K20,In Stock,$132.95,View More Info,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"(.79 inch) Wheel Spacers Adapters for BMW E39 5-seriesThe E36 and E46 chassis have a lot more wheel options than the E39 5-series. That's because BMW chose to use a larger center bore for the E39 wheel than any other BMW model and many wheel manufacturers are reluctant to make E39-specific wheels. These adapters are the correct E39 hub size on the inside and the correct E36/E46/E9X wheel size on the outside with a 20mm thickness. This is good because the E39 needs a low wheel offset and 3-series wheels are all high offset so a spacer would be needed anyway. A Hub Adapter Spacer is the perfect solution! You will need match the spacer to the new wheels (also taking the new wheel width into account) but call us for any fitment questions. Longer wheel bolts or wheel studs are required.These latest generation of the Turner Motorsport Wheel Spacers represent a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is  (for lower unsprung mass), has a tough and  to last through our New England winters, is  (your mechanic will thank you), and is precisely engineered and manufactured for  on the hub and in the wheel. You won't find a better engineered wheel spacer on the market!",
https://www.turnermotorsport.com/p-369555-bmw-b15mmb-wheel-spacers-ecs-conical-seat-bolt-kit/,ECS Tuning Wheel Spacer & Bolt Kit - 72.6mm CB,ECS#255KTWB,In Stock,$122.17,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Drastically improve the looks of your vehicle while improving your vehicle's handling characteristics and/or easily adjust your wheel fitment to allow for the proper clearance when installing parts such as new wheels, big brake kits, or lowering suspension components.Interference from components such as shocks, springs, or control arms are a common issue when installing wheel that are not a direct OE size replacement. By moving your wheels a few millimeters each, you can give yourself enough clearance for proper wheel fitment and give your car a wider stance in the process.",$125.95
https://www.turnermotorsport.com/p-367469-wheel-spacer-kit-3mm/,ECS Tuning Wheel Spacers - 3mm - 74.1mm CB,ECS#259KT,In Stock,$50.36,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Drastically improve the looks of your vehicle while improving your vehicle's handling characteristics and/or easily adjust your wheel fitment to allow for the proper clearance when installing parts such as new wheels, big brake kits, or lowering suspension components.Interference from components such as shocks, springs, or control arms are a common issue when installing wheel that are not a direct OE size replacement. By moving your wheels a few millimeters each, you can give yourself enough clearance for proper wheel fitment and give your car a wider stance in the process.ECS Tuning wheel spacers are constructed of high quality 6061-T6 aircraft grade aluminum and are specifically designed by in-house engineers and cnc machined to exact standards, ensuring the best fitment possible. By carefully measuring the OEM wheel hubs and bore dimensions, these spacers mount with minimal clearance to prevent any vibration, retaining the stock-like vibration free operation.",$55.95
https://www.turnermotorsport.com/p-337912-hr-12mm-wheel-spacers-pair-bmw-i8/,H&R DR Series 12mm Trak Wheel Spacers Pair - F39 F48 F90 & G...,2455664,In Stock,$100.95,View More Info,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"12mm = .47"" 5/120 bolt pattern; 66.5 center bore DR type = spacer fits in between the wheel and the hub. Longer wheel bolts are required. Hubcentric = Yes, this spacer comes with a new hubcentric lip for the wheel to rest on H&R's 12mm wheel spacers are Made in Germany and are TUV approved. H&R manufacturers their spacers from a super lightweight aluminum/magnesium alloy for excellent strength and also to save unsprung weight. The spacers are drilled for additional lightness and easy fitment. They are then hard anodized for durability. These are not low-quality universal spacers - the bolt pattern, hub sizing, and other dimensions are designed to be used on BMW models only. This spacer has a larger mounting surface specifically designed for the larger mounting pad of the latest BMW wheels. Longer wheel bolts are required. Choose to include new bolts from the options below.",$119.95
https://www.turnermotorsport.com/p-3530-hr-30mm-bolt-on-wheel-spacers-for-most-bmw-5-lug-pair/,"H&R 30mm Bolt-On Wheel Spacers for most BMW 5-Lug (Pair)
      ...",6075725,In Stock,$172.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"30mm = 1.18""  5/120 bolt pattern; 72.5 center bore  DRA type = spacer fits in between the wheel and the hub. The spacer is bolted to the hub with special bolts (included). Your wheel bolts to the spacer.  Hubcentric = Yes, this spacer comes with a new hubcentric lip for the wheel to rest on   H&R's 30mm wheel spacers are Made in Germany and are TUV approved. H&R manufacturers their spacers from a super lightweight aluminum/magnesium alloy for excellent strength and also to save unsprung weight. The spacers are drilled for additional lightness and easy fitment. They are then hard anodized for durability. These are not low quality universal spacers - the bolt pattern, hub sizing, and other dimensions are designed to be used on BMW models only.   This is a DRA-type spacer - the spacer is bolted to the hub with special bolts (included). You then bolt to your wheel to the spacer with your stock wheel bolts.",
https://www.turnermotorsport.com/p-340488-turner-bmw-125mm-wheel-spacers-pair-most-bmws-see-applications/,Turner BMW 12.5mm Wheel Spacers (Pair) - Most BMWs (see applications...,TWH9905013,In Stock,$104.95,View More Info,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"12.5MM (.49 inch) Wheel Spacer for BMW E24, E28, E30 M3, E31, E32, E34, E36, E38, E46, E60, E63, E82, E83, E87, E90, E91, E92, E93 (E9X), Z3, Z4 Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems -- Correct wheel offset issues Achieve a flush fitment instead of the ""tucked under"" look Clearance the wheel from contact with other components (suspension, brakes, etc). Improve handling and stability by increasing track width A spacer fits between the wheel and the hub assembly and pushes the wheel out by the thickness of the spacer. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). Longer wheel bolts or wheel studs are required. This latest generation of the Turner Motorsport Wheel Spacers represents a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is lightweight (for lower unsprung mass), has a tough and durable coating to last through our New England winters, is easily removed (your mechanic will thank you), and is precisely engineered and manufactured for a proper fit on the hub and in the wheel. You won't find a better engineered wheel spacer on the market! Turner Wheel Spacer Features -- hub-centric design, 1-piece spacer precise tolerance fitment thanks to CAD process and CNC mill machine aerospace grade aluminum lightweight but very strong with high resistance to corrosion additional military-spec hardcoat for further corrosion resistance innovative Quick Release pockets for easy removal (better than a chamfered back edge) laser engraved size and part number for easy identification stealthy anthracite or black color extended bolt sets in factory-matching black or bright silver finish available (wheel stud kits also available) Turner Motorsport track and street tested! Made in the USA Extended Wheel Bolts Longer wheel bolts or wheel studs are required for all BMW wheel spacers. Spacers cannot be used with stock bolts. Our extended lug bolts are very high quality and high-grade steel lug bolt (grade 10.9). We offer two finishes to get you just the right look with your wheels - black zinc to maintain a factory BMW appearance or a bright zinc nickel finish to go with polished wheels. Zinc finishes are designed to withstand 700 hours of salt spray testing. Spacer Specs: bolt pattern: 5 x 120 center bore: 72.6mm hubcentric: yes wheel pad size: normal",
https://www.turnermotorsport.com/p-2528154-g30-flush-kit-front-and-rear/,G30 Flush Kit - Front And Rear,G30FLUSHKT,In Stock,$286.10,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems -- Correct wheel offset issues Achieve a flush fitment instead of the ""tucked under"" look Clearance the wheel from contact with other components (suspension, brakes, etc). Improve handling and stability by increasing track width A spacer fits between the wheel and the hub assembly and pushes the wheel out by the thickness of the spacer. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). Longer wheel bolts or wheel studs are required. This latest generation of the Turner Motorsport Wheel Spacers represent a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is lightweight (for lower unsprung mass), has a tough and durable coating to last through our New England winters, is easily removed (your mechanic will thank you), and is precisely engineered and manufactured for a proper fit on the hub and in the wheel. You won't find a better engineered wheel spacer on the market! Turner Wheel Spacer Features -- hub-centric design, 1-piece spacer precise tolerance fitment thanks to CAD process and CNC mill machine aerospace grade aluminum lightweight but very strong with high resistance to corrosion additional military-spec hardcoat for further corrosion resistance innovative Quick Release pockets for easy removal (better than a chamfered back edge) laser engraved size and part number for easy identification stealthy anthracite or black color extended bolt sets in factory-matching black or bright silver finish available (wheel stud kits also available) Turner Motorsport track and street tested! Made in the USA Extended Wheel Bolts Longer wheel bolts or wheel studs are required for all BMW wheel spacers. Spacers cannot be used with stock bolts. Our extended lug bolts are very high quality and high-grade steel lug bolt (grade 10.9). We offer two finishes to get you just the right look with your wheels - black zinc to maintain a factory BMW appearance or a bright zinc nickel finish to go with polished wheels. Zinc finishes are designed to withstand 700 hours of salt spray testing. Wheel Spacer Tech & FAQ: How To Measure for Spacers Wheel Spacer Encyclopedia - everything you wanted to know",$294.95
https://www.turnermotorsport.com/p-1590-hr-3mm-wheel-spacers-for-most-bmw-5-lug-pair/,H&R 3mm Wheel Spacers for most BMW 5-Lug (Pair),0675725,In Stock,$66.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"3mm = .12""  5/120 bolt pattern; 72.5 center bore  DR type = spacer fits in between the wheel and the hub. Longer wheel bolts are recommended.  Hubcentric = Yes*, the original hub lip still protrudes through the spacer   H&R's 3mm wheel spacers are Made in Germany and are TUV approved. H&R manufacturers their spacers from an aluminum/magnesium alloy for excellent strength and also to save unsprung weight. The spacers are drilled for additional lightness and easy fitment. They are then hard anodized for durability. These are not low-quality universal spacers - the bolt pattern, hub sizing, and other dimensions are designed to be used on the BMW models listed below.   This spacer slips on the existing hub lip and leaves some lip left over for the wheel to rest on. This keeps the wheel hubcentric*.  * - To avoid vibration, 3mm spacers work best with wheels that have a flush mounting surface. Wheels that have    will not be fully seated on the hub and a vibration may result.   Longer wheel bolts are strongly recommended. Choose from black or silver bolts from the options below. Wheel locks to work with this spacer size are also available.",
https://www.turnermotorsport.com/p-568465-turner-motorsport-black-wheel-spacer-bolt-kit-10mm/,"Turner Motorsport Black 10mm Wheel Spacer & Bolt Kit - G11, G30,...",021460TMS02KT2,In Stock,$121.00,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Our 10mm wheel spacers are lightweight, featuring a durable coating and quick release pockets for easy removal. Longer wheel bolts are required and included in this kit!",$134.45
https://www.turnermotorsport.com/p-554255-wheel-spacer-bolt-kit-15mm/,Turner Silver BMW 15mm Front Wheel Spacer and Extended Bolts Kit - E...,TWH9905015KT2,In Stock,$161.70,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Our 15mm wheel spacers are lightweight, featuring a durable coating and quick release pockets for easy removal. Longer wheel bolts are included in this kit!",$166.70
https://www.turnermotorsport.com/p-368813-wheel-spacer-bolt-kit-175mm/,"ECS Tuning Wheel Spacer & Bolt Kit - 17.5mm - 72.6mm CB
       ...",ECS#256KTWB,In Stock,$127.02,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Drastically improve the looks of your vehicle while improving your vehicle's handling characteristics and/or easily adjust your wheel fitment to allow for the proper clearance when installing parts such as new wheels, big brake kits, or lowering suspension components.Interference from components such as shocks, springs, or control arms are a common issue when installing wheel that are not a direct OE size replacement. By moving your wheels a few millimeters each, you can give yourself enough clearance for proper wheel fitment and give your car a wider stance in the process.ECS Tuning wheel spacers are constructed of high quality 6061-T6 aircraft grade aluminum and are specifically designed by in-house engineers and cnc machined to exact standards, ensuring the best fitment possible. By carefully measuring the OEM wheel hubs and bore dimensions, these spacers mount with minimal clearance to prevent any vibration, retaining the stock-like vibration free operation.",$130.95
https://www.turnermotorsport.com/p-176974-hr-10mm-wheel-spacers-with-extended-bolts-e70-x5m-e71-f02-f10-f13-f25/,"H&R 10mm Wheel Spacers with Extended Bolts - E70 X5M, E71, F02, ...",2075725-14125,In Stock,$165.45,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"10mm = .39""  5/120 bolt pattern; 72.5 center bore  DR type = spacer fits in between the wheel and the hub. Longer wheel bolts are   .  Hubcentric = Yes, the spacer includes a new lip for the wheel to rest on.   H&R's 10mm wheel spacers are Made in Germany and are TUV approved. H&R manufacturers their spacers from a super lightweight aluminum/magnesium alloy for excellent strength and also to save unsprung weight. The spacers are drilled for additional lightness and easy fitment. They are then hard anodized for durability. These are not low quality universal spacers - the bolt pattern, hub sizing, and other dimensions are designed to be used on BMW models only.   This spacer slips on the existing hub lip and has a new lip for the wheel to rest on. The spacer effectively becomes a new hub. Note that 10mm spacers are considered a custom fitment and special consideration must be given to ensure the spacer is fully seated against the brake rotor (and not bottoming out on the stock hub lip). Modification of the stock hub lip may be required.   Longer black wheel bolts are included.         2007-2013    X5M  2007-2014    X6 xDrive35i X6 xDrive50i X6M     2011+    528i 535i 535i xDrive 550i 550i xDrive  2010+    535i GT, 535i xDrive GT, 550i GT, 550i xDrive GT  2012+    640i 650i   2009+   740i 740li 750i 750li 750i xDrive 750li xDrive 760li  2011+    X3 xDrive28i X3 xDrive35i",
https://www.turnermotorsport.com/p-382739-wheel-spacerhub-adapter-bolt-kit-20mm/,ECS Tuning Wheel Spacer/Hub Adapter & Bolt Kit - 20mm - 74.1mm t...,003990ECS04KT,In Stock,$111.31,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Drastically improve the looks of your vehicle while improving your vehicle's handling characteristics and/or easily adjust your wheel fitment to allow for the proper clearance when installing parts such as new wheels, big brake kits, or lowering suspension components.Interference from components such as shocks, springs, or control arms are a common issue when installing wheel that are not a direct OE size replacement. By moving your wheels a few millimeters each, you can give yourself enough clearance for proper wheel fitment and give your car a wider stance in the process.ECS Tuning wheel spacers are constructed of high quality 6061-T6 aircraft grade aluminum and are specifically designed by in-house engineers and cnc machined to exact standards, ensuring the best fitment possible. By carefully measuring the OEM wheel hubs and bore dimensions, these spacers mount with minimal clearance to prevent any vibration, retaining the stock-like vibration free operation.",$130.95
https://www.turnermotorsport.com/p-174125-hr-13mm-wheel-spacers-pair-f30-f32-f10-m5-f06f13-m6/,"H&R 13mm Wheel Spacers (Pair) - F22, F30, F32, F10 M5, F06/F13 M...",2675726,In Stock,$94.50,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"13mm = .51""  5/120 bolt pattern; 72.5 center bore  DR type = spacer fits in between the wheel and the hub. Longer wheel bolts are required.  Hubcentric = Yes, this spacer comes with a new hubcentric lip for the wheel to rest on   H&R's 13mm wheel spacers are Made in Germany and are TUV approved. H&R manufacturers their spacers from a super lightweight aluminum/magnesium alloy for excellent strength and also to save unsprung weight. The spacers are drilled for additional lightness and easy fitment. They are then hard anodized for durability. These are not low quality universal spacers - the bolt pattern, hub sizing, and other dimensions are designed to be used on BMW models only. This spacer has a larger mounting surface specifically designed for the larger mounting pad of F30 wheels.   Longer wheel bolts are required.       2012+   320i 320i xDrive 328d 328d xDrive 328i 328i xDrive 335i 335i xDrive - Sedan -    2013+   328i xDrive 328d xDrive - Wagon -    2013+   428i 428i xDrive 435i 435i xDrive - Coupe -    2013+   428i Convertible 428i xDrive Convertible 435i Convertible - Convertible -    2014+   428i Gran Coupe 428i xDrive Gran Coupe 435i Gran Coupe 435i xDrive Gran Coupe -    2011+    M5  2012+    M6   2013+    M6 Gran Coupe",
https://www.turnermotorsport.com/p-339041-turner-bmw-20mm-big-pad-wheel-spacers-pair-e70e71-f-chassis/,"Turner BMW 20mm Big Pad Wheel Spacers (Pair) - F-Chassis, E70, E71
...",TMS215377,In Stock,$99.41,View More Info,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"20MM (.79 inch) Big Pad Wheel Spacers for BMW E70 X5M, E71 X6/X6M, F02, F06, F07, F10, F12/F13, F22, F25, F3X, F8X M3/M4 These are our Big Pad wheel spacers designed for the latest generation of factory BMW wheels. The ""wheel pad"" is the back of the wheel that mounts to the hub on the car. Since the early 2000s the factory BMW wheel pad diameter has grown - 150mm, 152mm, 154mm, and now 156mm. Most of the wheel spacers on the market are 152mm. The difference from using the smaller spacer on a large pad will leave an unsightly step down between the back of the wheel and the brake rotor hat (see image). To fix this visual defect we use a larger diameter spacer - the Big Pad. This will have less of a step, or no step at all, when used with the larger pad size. Note that nearly all aftermarket wheel manufacturers use the smaller pad size (mainly to reduce unsprung weight). For more information on wheel pad sizes and their effects on fitment and strength, click to our spacers FAQ page. Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems. A spacer fits between the wheel and the hub assembly. The wheel will be pushed further outboard by the thickness of the spacer. Spacers allow you to correct wheel offset issues when the wheel is too 'tucked in' to the bodywork, clear the wheel from contact with the suspension or inner bodywork, clear larger brakes, improve handling and stability by increasing track width, or simply to get the right look and stance. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). Longer wheel bolts or wheel studs are required. This latest generation of the Turner Motorsport Wheel Spacers represent a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is lightweight (for lower unsprung mass), has a tough and durable coating to last through our New England winters, is easily removed (your mechanic will thank you), and is precisely engineered and manufactured for a proper fit on the hub and in the wheel. You won't find a better engineered wheel spacer on the market! Turner Wheel Spacer Features hub-centric design with hub-centric lip precise tolerance fitment thanks to CAD process and CNC mill machine large pad surface area - 156mm vs standard 150mm aerospace grade aluminum lightweight but very strong with high resistance to corrosion additional military-spec hardcoat for further corrosion resistance innovative Quick Release pockets for easy removal (better than a chamfered back edge) laser engraved size and part number for easy identification stealthy anthracite or black color Turner Motorsport track and street tested! Made in the USA Wheel Spacer Tech & FAQ Important Note: It is vital that you measure the depth of your hub lip. The depth of the lip must not exceed the thickness of the spacer. This is critical on newer chassis cars that have deeper hubs than older models. For examples and tips on measuring, check out our How To Measure for Spacers page. Wheel Spacer Encyclopedia - everything you wanted to know Spacer Specs bolt pattern: 5 x 120 center bore: 72.6mm hubcentric: yes wheel pad size: large Extended Wheel Bolts Required for all BMW wheel spacers is a set of longer wheel bolts or wheel studs. Spacers cannot be used with stock bolts. Our extended lug bolts are very high quality and high-grade steel lug bolt (grade 10.9). A black zinc coating will maintain a factory BMW appearance and provide long-lasting corrosion protection. Zinc finishes are designed to withstand 700 hours of salt spray testing.",$116.95
https://www.turnermotorsport.com/p-337909-hr-10mm-wheel-spacers-for-most-bmw-5-lug-pair/,H&R 10mm Wheel Spacers for most BMW 5-Lug (Pair),2075725,In Stock,$112.70,View More Info,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"10mm = .39""  5/120 bolt pattern; 72.5 center bore  DR type = spacer fits in between the wheel and the hub. Longer wheel bolts are required.  Hubcentric = Yes, this spacer comes with a new hubcentric lip for the wheel to rest on   H&R's 10mm wheel spacers are Made in Germany and are TUV approved. H&R manufacturers their spacers from a super lightweight aluminum/magnesium alloy for excellent strength and also to save unsprung weight. The spacers are drilled for additional lightness and easy fitment. They are then hard anodized for durability. These are not low quality universal spacers - the bolt pattern, hub sizing, and other dimensions are designed to be used on BMW models only.   This spacer slips on the existing hub lip and has a new lip for the wheel to rest on. The spacer effectively becomes a new hub. Note that 10mm spacers are considered a custom fitment and special consideration must be given to ensure the spacer is fully seated against the brake rotor (and not bottoming out on the stock hub lip). Modification of the stock hub lip may be required.   Longer wheel bolts are required. Choose from black or silver bolts from the options below.",
https://www.turnermotorsport.com/p-567284-turner-motorsport-black-wheel-spacer-bolt-kit-20mm/,Turner Black BMW 20mm Front Wheel Spacer and Extended Bolts Kit - E2...,TWH9905020KT,In Stock,$124.48,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Our 20mm wheel spacers are lightweight, featuring a durable coating and quick release pockets for easy removal. Longer wheel bolts are included in this kit!",$146.45
https://www.turnermotorsport.com/p-396500-ecs-5mm-wheel-spacer-kit-ecs-conical-seat-bolt-kit/,ECS Tuning Wheel Spacer & Bolt Kit - 5mm - 66.6mm CB,002411ECSKT21,In Stock,$83.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"Drastically improve the looks of your vehicle while improving your vehicle's handling characteristics and/or easily adjust your wheel fitment to allow for the proper clearance when installing parts such as new wheels, big brake kits, or lowering suspension components.Interference from components such as shocks, springs, or control arms are a common issue when installing wheel that are not a direct OE size replacement. By moving your wheels a few millimeters each, you can give yourself enough clearance for proper wheel fitment and give your car a wider stance in the process.ECS Tuning wheel spacers are constructed of high quality 6061-T6 aircraft grade aluminum and are specifically designed by in-house engineers and cnc machined to exact standards, ensuring the best fitment possible. By carefully measuring the OEM wheel hubs and bore dimensions, these spacers mount with minimal clearance to prevent any vibration, retaining the stock-like vibration free operation.",
https://www.turnermotorsport.com/p-216198-hr-12mm-wheel-spacers-pair-bmw-i8/,H&R 12mm DR Series Wheel Spacers - BMW & Mini,2455664,In Stock,$100.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"12mm = .47""  5/120 bolt pattern; 66.5 center bore  DR type = spacer fits in between the wheel and the hub. Longer wheel bolts are required.  Hubcentric = Yes, this spacer comes with a new hubcentric lip for the wheel to rest on   H&R's 12mm wheel spacers are Made in Germany and are TUV approved. H&R manufacturers their spacers from a super lightweight aluminum/magnesium alloy for excellent strength and also to save unsprung weight. The spacers are drilled for additional lightness and easy fitment. They are then hard anodized for durability. These are not low quality universal spacers - the bolt pattern, hub sizing, and other dimensions are designed to be used on BMW models only. This spacer has a larger mounting surface specifically designed for the larger mounting pad of the latest BMW wheels.   Longer wheel bolts are required.       2015+   i8",$119.95
https://www.turnermotorsport.com/p-638553-turner-bmw-15mm-big-pad-wheel-spacers-pair-e70e71-f-chassis/,"Turner BMW 15mm Big Pad Wheel Spacers (Pair) - E70/E71, F-Chassis
 ...",TWHF9905F15A,In Stock,$113.44,View More Info,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers?No=100&Nrpp=50#,"15MM (.59 inch) Big Pad Wheel Spacer for BMW F22 F23 F87 F30 F31 F34 F32 F33 F36 F80 F82 F83 F10 F07 F12 F13 F06 F01 F02 F25 (see fitment notes below) Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems -- Correct wheel offset issues Achieve a flush fitment instead of the ""tucked under"" look Clearance the wheel from contact with other components (suspension, brakes, etc). Improve handling and stability by increasing track width A spacer fits between the wheel and the hub assembly and pushes the wheel out by the thickness of the spacer. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). These are our Big Pad wheel spacers that are a larger diameter so they match the bigger mounting surface of newer stock BMW wheels (click here for more info on Big Pad spacers). Longer wheel bolts or wheel studs are required. This latest generation of the Turner Motorsport Wheel Spacers represents a total redesign of the wheel spacer concept - a ground-up, clean-sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is lightweight (for lower unsprung mass), has a tough and durable coating to last through our New England winters, is easily removed (your mechanic will thank you), and is precisely engineered and manufactured for a proper fit on the hub and in the wheel. You won't find a better-engineered wheel spacer on the market!",$116.95
