product-img-link href,cleanDesc,part-info,part-info 2,price,wishlist-label href,short-description,short-description 15,short-description 16,short-description 18,short-description 19,short-description 20,badge
https://www.turnermotorsport.com/p-578098-street-performance-coilover-system/,H&R Street Performance Coilover System - F33/36 428ix 430ix 435i...,578098,28895-8,"$1,414.95",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"The H&R Coil Over kit takes the traditional shock/spring package one step further. H&R combines their progressive-rate springs with specially valved shocks and adds height adjusters that let you set the ride height to your own personal tastes. These coil overs are designed for street use with progressive rate springs that start out soft and stiffen as they are compressed. This helps to keep the ride compliant while still giving better handling and balance. H&R designs each suspension to work as a coil over. This means that the correct amount of travel has been built into each shock. And the shocks are valved specifically for the spring rates to give a tight and controlled ride without being harsh or ultra-stiff. Each H&R coil over is TUV tested and approved and meets ISO quality standards. These are Height adjustment range: F: -.6-1.6"" R: -.1-2.2""",,,,,,
https://www.turnermotorsport.com/p-400472-5200-series-bmw-e36-all-m3/,AST Suspension 5200 Series Coil Over Kit - E36 M3,400472,RIV-B1005S,"$4,499.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"Looking for a rugged, race-proven coil over kit that screams quality? Then look no further than AST Suspension's 5000 series coil over kits.",New low friction seal on all AST dampings.,Spherical lower ''eye'' shock mounts.,Fits the following BMW's:,E36 BMW,,
https://www.turnermotorsport.com/p-568084-bc-racing-extreme-low/,BC Racing BR Series Extreme Low Coilovers - F30 xDrive 320i 328d 328...,568084,I-41E-BR,"$1,030.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"Looking for coilovers that will provide reliability on street driven vehicles but are also capable of feeding your weekend track demon's desire for performance? BC Racing's BR Series coilover kit may be just the thing for you. BR Series coilovers are the most popular and versatile option offered by BC racing, offering features such as 30-level dampening adjustment (simultaneous compression and rebound control), linear springs where possible, and a minimum of 2 inches ride height drop, up to 5"". To ensure performance, comfort, and quality, all BR Series kits are Dyno tested during the design stage to determine the best valving and spring rates, then installed and tested for a minimum of 6 months. This kit features mounts and brackets that are fully compatible with all stock mounting points and components. The upper shock/strut mounts are all constructed of 6061-T6 Aluminum for strength and weight savings. BC Racing design 1 of 3 types of upper mounts for each vehicle: Caster/Camber Plates (+/- 3* camber), Camber Plates (+/- 3* camber), and Rubber Mount Plates (NVH reduction). The included mount option for this kit is shown in the kit specs and features below. Lower shock mounts are powder coated for corrosion protection and constructed of either 6061-T6 aluminum that has been milled from a single piece (fork or bolt eye mount) or of STKM13C steel with all brackets welded robotically. The included springs come in one of 3 styles: linear, S-barrel, and V-barrel. Linear springs are used in most applications unless limited by the OE design that does not allow the use of linear springs. All spring options are made from SAE9254 steel and have a zinc coating applied under the powder coating for increased spring corrosion protection and long term reliability. All shock bodies used in the BR Series coilovers use a 53mm shock body (unless noted otherwise) for added strength, performance, and increased fluid capacity. All shocks are then powder coated black chrome for clean styling and corrosion protection. Specs and Features: 6k Front & 12k Rear Spring Rate V-Barrel front & Linear rear springs Valved specifically to spring style and rate Camber Plate Front Mounts Aluminum and Rubber Front Mounts Black Powder Coated Components All OE style brackets and mounting for perfect fit 30 Levels of Simultaneous Compression and Rebound Dampening Extreme Drop version allows additional 1-1.5"" lowering over the standard 2-4"" lowering from traditional BR suspension kits Shocks are 1"" shorter in length and springs are specifically selected for greater lowering capabilities Great for Track, Street, and any other conditions",,,,,,
https://www.turnermotorsport.com/p-598279-ds-series-coilover-kit/,BC Racing DS Series Coilover Kit - E92 Non-M,598279,I-18-DS,"$1,285.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"The DS series from BC racing offers increased control and feedback for those looking to achieve the best driving experience possible. Digressive Valving means the shock is firmer at low speed, while transitioning to a softer and more linear feel as (shaft) speed increases. This leads to a much more planted and controlled feeling in the chassis, increased feedback through the wheel, and a slight drop in passenger comfort. Swift Springs are available upon request with your choice of rates and matched or custom valving.",,,,,,
https://www.turnermotorsport.com/p-555809-br-series-coilover-suspension-kit/,BC Racing BR Series Coilover Suspension Kit - F30 xDrive 320i 328d 3...,555809,I-82-BR,"$1,030.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,Looking for coilovers that will provide reliability on street driven vehicles but are also capable of feeding your weekend track demon's desire for performance? BC Racing's BR Series coilover kit may be just the thing for you.,30 Levels of Simultaneous Compression and Rebound Dampening,2 inch minimum and 3+ Inches of total potential drop,,,,For vehicles with 5-Bolt Top Mounts
https://www.turnermotorsport.com/p-555362-bilstein-b16-damptronic-14-bmw-m3m4-f80f82-front-rear-perf-susp-system/,"Bilstein B16 DampTronic Coilover Kit - F80 M3, F82/83 M4",555362,49-246988,"$3,175.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"All of the active features of the factory electronic suspension, along with the factory controls, will be retained with the installation of this kit. These kits offer monotube performance dampers with matched springs that are tuned for each specific application. The zinc coated and threaded body design will give you the flexibility to find the perfect ride height setting for your intended use while providing unsurpassed protection against the harshest road elements. B16 (DampTronic) suspension kits are made in Germany and feature technology tested on the famed Nurburgring",,,,,,
https://www.turnermotorsport.com/p-555810-br-series-coilover-suspension-kit/,BC Racing BR Series Coilover Suspension Kit - F30 320i 32d 328i 330i...,555810,I-80-BR,"$1,030.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,Looking for coilovers that will provide reliability on street driven vehicles but are also capable of feeding your weekend track demon's desire for performance? BC Racing's BR Series coilover kit may be just the thing for you.,30 Levels of Simultaneous Compression and Rebound Dampening,2 inch minimum and 3+ Inches of total potential drop,,,,
https://www.turnermotorsport.com/p-396738-bmw-m-performance-adjustable-coilover-suspension/,BMW M Performance Adjustable Coilover Suspension - F87 M2,396738,33502413033,"$2,647.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"Manufactured for BMW M Performance by KW, a leader in suspension technology, this Nürburgring-tested suspension is adjustable for both rebound and damping, and can lower your M2 from 5mm to 25mm. Specially treated with a black chrome finish to prevent corrosion, this coilover kit is desgined to look as good as it performs for years to come, while the specially-shaped springs prevent side loads from being transferred to the dampers. As a bonus, the BMW M Performance Adjustable Coilover Suspension will come with ideal settings for both the street and selected racetracks around the US.",,,,,,
https://www.turnermotorsport.com/p-568058-bc-racing-extreme-low/,BC Racing BR Series Extreme Low Coilovers - F30 xDrive 320i 328d 328...,568058,I-82E-BR,"$1,030.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"Looking for coilovers that will provide reliability on street driven vehicles but are also capable of feeding your weekend track demon's desire for performance? BC Racing's BR Series coilover kit may be just the thing for you. BR Series coilovers are the most popular and versatile option offered by BC racing, offering features such as 30-level dampening adjustment (simultaneous compression and rebound control), linear springs where possible, and a minimum of 2 inches ride height drop, up to 5"". To ensure performance, comfort, and quality, all BR Series kits are Dyno tested during the design stage to determine the best valving and spring rates, then installed and tested for a minimum of 6 months. This kit features mounts and brackets that are fully compatible with all stock mounting points and components. The upper shock/strut mounts are all constructed of 6061-T6 Aluminum for strength and weight savings. BC Racing design 1 of 3 types of upper mounts for each vehicle: Caster/Camber Plates (+/- 3* camber), Camber Plates (+/- 3* camber), and Rubber Mount Plates (NVH reduction). The included mount option for this kit is shown in the kit specs and features below. Lower shock mounts are powder coated for corrosion protection and constructed of either 6061-T6 aluminum that has been milled from a single piece (fork or bolt eye mount) or of STKM13C steel with all brackets welded robotically. The included springs come in one of 3 styles: linear, S-barrel, and V-barrel. Linear springs are used in most applications unless limited by the OE design that does not allow the use of linear springs. All spring options are made from SAE9254 steel and have a zinc coating applied under the powder coating for increased spring corrosion protection and long term reliability. All shock bodies used in the BR Series coilovers use a 53mm shock body (unless noted otherwise) for added strength, performance, and increased fluid capacity. All shocks are then powder coated black chrome for clean styling and corrosion protection. Specs and Features: 6k Front & 12k Rear Spring Rate V-Barrel front & Linear rear springs Valved specifically to spring style and rate Camber Plate Front Mounts Aluminum and Rubber Front Mounts Black Powder Coated Components All OE style brackets and mounting for perfect fit 30 Levels of Simultaneous Compression and Rebound Dampening Extreme Drop version allows additional 1-1.5"" lowering over the standard 2-4"" lowering from traditional BR suspension kits Shocks are 1"" shorter in length and springs are specifically selected for greater lowering capabilities Great for Track, Street, and any other conditions",,,,,,For vehicles with 5-Bolt Top Mounts
https://www.turnermotorsport.com/p-346223-tms346223/,Bilstein B12 Sportline Suspension System - E36 318i/is,346223,46-000750,$731.00,https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,Bilstein has teamed up with Eibach to offer matched shock and spring packages. These Eibach springs are mated to a special set of Bilstein shocks to deliver a sporty and taut ride with as little impact on ride comfort as possible.,,,,This item fits the following BMWs:,E36 BMW,
https://www.turnermotorsport.com/p-638472-ecs-adjustable-coilovers-e46-non-m/,ECS Performance Adjustable Coilover System - E46 Non-M,638472,029307ECS01,$734.30,https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"The ECS Tuning Performance Coilover System provides a sport-tuned, height, damping, and body adjustable suspension with substantial performance benefits using high-quality materials and coatings to replace your worn suspension, all while giving your vehicle that perfect ride height!",,,,,,
https://www.turnermotorsport.com/p-568102-bc-racing-extreme-low/,"BC Racing BR Series Extreme Low Coilovers - F10 528i 535d 535i 550i
...",568102,I-16E-BR,"$1,030.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"Looking for coilovers that will provide reliability on street driven vehicles but are also capable of feeding your weekend track demon's desire for performance? BC Racing's BR Series coilover kit may be just the thing for you. BR Series coilovers are the most popular and versatile option offered by BC racing, offering features such as 30-level dampening adjustment (simultaneous compression and rebound control), linear springs where possible, and a minimum of 2 inches ride height drop, up to 5"". To ensure performance, comfort, and quality, all BR Series kits are Dyno tested during the design stage to determine the best valving and spring rates, then installed and tested for a minimum of 6 months. This kit features mounts and brackets that are fully compatible with all stock mounting points and components. The upper shock/strut mounts are all constructed of 6061-T6 Aluminum for strength and weight savings. BC Racing design 1 of 3 types of upper mounts for each vehicle: Caster/Camber Plates (+/- 3* camber), Camber Plates (+/- 3* camber), and Rubber Mount Plates (NVH reduction). The included mount option for this kit is shown in the kit specs and features below. Lower shock mounts are powder coated for corrosion protection and constructed of either 6061-T6 aluminum that has been milled from a single piece (fork or bolt eye mount) or of STKM13C steel with all brackets welded robotically. The included springs come in one of 3 styles: linear, S-barrel, and V-barrel. Linear springs are used in most applications unless limited by the OE design that does not allow the use of linear springs. All spring options are made from SAE9254 steel and have a zinc coating applied under the powder coating for increased spring corrosion protection and long term reliability. All shock bodies used in the BR Series coilovers use a 53mm shock body (unless noted otherwise) for added strength, performance, and increased fluid capacity. All shocks are then powder coated black chrome for clean styling and corrosion protection. Specs and Features: 6k Front & 12k Rear Spring Rate V-Barrel front & Linear rear springs Valved specifically to spring style and rate Camber Plate Front Mounts Aluminum and Rubber Front Mounts Black Powder Coated Components All OE style brackets and mounting for perfect fit 30 Levels of Simultaneous Compression and Rebound Dampening Extreme Drop version allows additional 1-1.5"" lowering over the standard 2-4"" lowering from traditional BR suspension kits Shocks are 1"" shorter in length and springs are specifically selected for greater lowering capabilities Great for Track, Street, and any other conditions",,,,,,
https://www.turnermotorsport.com/p-405069-bmw-m3-e9092-cancellation-kit-edc/,Ohlins EDC Cancellation Kit - BMW E90/92 M3,405069,35020-04,$510.00,https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,The öhlins EDC Cancellation Kit for Road & Track deactivates control lamps and error reports when electronically adjustable OEM suspension is replaced by a mechanical system. The cancellation kit is just plugged into the original suspension controls. No further programming is needed.,,Mounting instruction,,,,
https://www.turnermotorsport.com/p-398262-sachs-performance-coilover-kit-bmw-4-convertible-f33-f83-435-i-1013/,Sachs Performance Coilover Kit - F22 F30 F32 F33 F36,398262,841500000441,"$2,473.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"Coilovers are one of the most impactful suspension modifications you can make to your vehicle. Ensure that your car stays planted through the corners with a set of Single Tube Upside Down design coilovers from Sachs Performance. These coilovers are both height and dampening adjustable, offering a lower ride height between 25mm and 50mm.",,,F22,F30,F32,
https://www.turnermotorsport.com/p-401960-06-11-3-series-e90e91-e92-non-xi-n1-isc-suspension-coilovers-street-sport/,ISC Suspension N1 Street Sport Coilover Kit - E90/E92 RWD,401960,B005-S,$999.00,https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"The ISC N1 Suspension Coilover system is the optimum suspension tool for improved handling for your street, track, or drift car. The ISC coilovers for BMW are perfect for someone looking for performance, adjustability, and other high quality features in a package that will not break the bank. ISC coilovers are also 100% rebuildable!",Street Comfort,Street Sport,Each BMW E36 Suspension System Comes with a 5 Year Warranty:,Adjustable Damping:,Single Cylinder Mono-tube Design:,Covered by a Limited Lifetime Warranty!
https://www.turnermotorsport.com/p-349009-tms349009/,"F80/F82 M3/M4 KW V3 Series Coilover Kit - Adjustable Damping
      ...",349009,352200AP,"$2,859.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"KW was founded in 1995 and at the beginning it only existed of three employees and had an operating area that was rather small. Today, KW is represented all over the world and has approximately 200 employees in five locations. Currently, KW is the epitome for premium products in car tuning and automobile refinement. KW offers its customers the largest suspension program world-wide and each component is tested using their state-of-the-art seven-post drive dynamics test.",,,,,,For vehicles with Adaptive M Suspension
https://www.turnermotorsport.com/p-589597-bmw-3-e90-93-4wdkb14/,Bilstein B14 PSS Coil-Over Suspension - E9X Xdrive (All),589597,47-269095,$879.95,https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"The Bilstein B14 PSS Suspension allows adjustable vehicle ride height without the expense of a fully adjustable damping system. This system features both coilover and standard mono-tube gas pressure shock or struts with performance level valving for application specific, progressive rate coil springs.",,,,,,
https://www.turnermotorsport.com/p-221927-bilstein-b16-damptronic-edc-coil-over-suspension-e90-m3-e92-m3/,"Bilstein B16 Damptronic EDC Coil Over Suspension - E90 M3, E92 M3
 ...",221927,49-237108,"$3,175.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,The Bilstein B16 DampTronic kit is designed to integrate directly with factory electronic damping control systems for BMW E9x M3 with factory EDC (electronic damping control). These coilover systems feature monotube shock absorbers that have been fine-tuned to produce the finest performance possible from the car's electronically controlled suspension module. The threaded body additionally allows for adjustable lowered vehicle ride height of 30mm to 50mm. Bilstein's patented Triple-C-Technology coating ensures long-lasting resistance to corrosion.     2008-2011    M3 - Sedan  2009-2013    M3 - Coupe,,,,,,
https://www.turnermotorsport.com/p-221929-bilstein-pss10-coil-over-suspension-f30-320xi-328xi-335xi-f32-428xi-435xi-f22-228ix-m235xi/,Bilstein B16 PSS10 Coil Over Suspension - F30 320xi 328xi 335xi - F3...,221929,48-207287,"$2,034.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"The B16 PSS10 coilovers offer a stiffer spring rate than stock and a lower ride height for less bodyroll and better handling. These are among the easiest coil over kits on the market - no special mounts required (works with stock mounts and sway bar links), larger adjustment knob allows for easy shock damping changes, and coil over spanner wrenches included for easy height changes. Bilstein backs up their technology with a limited lifetime warranty. TUV approved for fitment, safety, and quality! dampers in the PSS10 offer 10 precise settings for compression and rebound. A new setting is just a click away, allowing you to set a ride and handling combination that works for your setting. Instead of offering too many shock settings that you're never going to use, Bilstein has chosen ten optimal damping curves from a smooth street setting (P10) to an ultra-stiff track-only setup (P1). Shock changes are made from an easy-to-use over-sized adjuster knob. are done from perches that ride on each shock body, which are zinc coated for excellent wear and corrosion resistance. You can set the ride height between 0.5 to 1.3 inches lower than stock ride height. Springs are progressively rated so their initial compression rating is quite soft and then becomes stiffer as the spring compresses. These are stiffer than most coil over kit manufacturers and the results of Bilstein's extensive testing on the German Nurgburgring and Autobahn. is just like a standard shock and spring package. The front struts and rear shocks are compatible with the stock strut and shock mounts. You can re-use your own or choose a mount with additional features. Because the Bilstein design keeps the sway bar tab in the original location, you can re-use the stock sway bar links. Using the stock mounts keeps the cost and complexity down and allows for TUV certification. You can also be assured of the stock mount's quiet and long-lasting performance. The assembly of the front strut is the same as a the factory strut. In the rear, ride height is made by an adjustable spring perch that sits under the rear spring. Install instructions and diagrams included.If you're looking for a supremely capable and high quality suspension, then look no further than the Bilstein PSS10. It combines all of the best German engineering with real-world development, and a lifetime warranty.Fitment note: this system works only on cars not equipped with the factory EDC electronically adjustable shocks.F",,,F34 BMW,Ride height adjustments,The fitment of these,
https://www.turnermotorsport.com/p-338924-e39-540im5-bilstein-pss-coil-over-suspension/,E39 540i/M5 Bilstein PSS Coil-Over Suspension,338924,HE5-B126-H3,"$1,080.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"Bilstein's PSS coil over system for the E39 540/M5 combines the best features of the adjustable PSS9 but with fixed dampening rates and a lower price. The PSS kit features height-adjustable springs paired with performance-tuned monotube shock absorbers. It's better than the standard sport shock/spring package thanks to its adjustable ride height and matched shock and spring rates. With a lower ride height and stiffer springs you get less bodyroll and better handling. These are the most user-friendly coil over kits on the market - no special mounts required (works with stock 540/M5 mounts) and coil over spanner wrenches included for easy height changes. Bilstein backs up their technology with a limited lifetime warranty. TUV approved for fitment, safety, and quality!     are matched to the progressive-rate springs and tuned for performance. The PSS does not have the adjustable shock settings like the PSS9. Instead the damping is set at a performance level. Bilstein features a monotube shock design in this kit - one large shock piston instead of two smaller pistons. The larger piston is better at dissipating heat and controlling small shock movements. The rest of the shock is identical to the more expensive PSS9 - zinc coated shock bodies, aluminum spring seats and lock collars, fine rounded threads for precise height adjustments, and tuned progressive-rate springs.     Ride height adjustments are done from perches on the bottom of each spring. You can set the ride height between 1.0 to 2.0 inches lower than stock ride height. On the E39 we recommend a front to rear rake of .75"" (higher rear). Bilstein uses progressive-rate springs to keep the ride smooth yet sporty. Overall, the PSS springs are stiffer than other coil over kits and the results of Bilstein's extensive testing on the German Nurgburgring and Autobahn. Rear shocks are also coil over, just like the factory shocks. The struts are zinc coated for excellent wear and corrosion resistance.     of these is just like a standard shock and spring package. The front struts and rear shocks are compatible with the stock mounts. On the front, Bilstein has an ingenious upper spring perch that allows you to retain the stock spring radial bearing. We recommend getting new front upper bearings. Using the stock mounts keeps the cost and complexity down and allows for TUV certification. You can also be assured of the stock mount's quiet and long-lasting performance.    is the same as the factory strut, except you use the Bilstein upper spring perch in place of the stock perch. A OEM mount kit or adjustable camber plates are also available. Install instructions and diagrams included.   If you're looking for a supremely capable and high quality suspension, then look no further than the Bilstein PSS. It combines all of the best German engineering with real-world development, and a lifetime warranty.    Note: photos show mounts installed. This is for reference only. Mounts are sold separately.      1997-2003    540i M5",,,,,,
https://www.turnermotorsport.com/p-555837-br-series-coilover-suspension-kit/,BC Racing BR Series Coilover Suspension Kit - E90/2 M3 (without EDC)...,555837,I-39-BR,"$1,030.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,Looking for coilovers that will provide reliability on street driven vehicles but are also capable of feeding your weekend track demon's desire for performance? BC Racing's BR Series coilover kit may be just the thing for you.,30 Levels of Simultaneous Compression and Rebound Dampening,2 inch minimum and 3+ Inches of total potential drop,,,,
https://www.turnermotorsport.com/p-568054-bc-racing-extreme-low/,BC Racing BR Series Extreme Low Coilovers - E60 525xi 528xi 530xi 53...,568054,I-86E-BR,"$1,030.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"Looking for coilovers that will provide reliability on street driven vehicles but are also capable of feeding your weekend track demon's desire for performance? BC Racing's BR Series coilover kit may be just the thing for you. BR Series coilovers are the most popular and versatile option offered by BC racing, offering features such as 30-level dampening adjustment (simultaneous compression and rebound control), linear springs where possible, and a minimum of 2 inches ride height drop, up to 5"". To ensure performance, comfort, and quality, all BR Series kits are Dyno tested during the design stage to determine the best valving and spring rates, then installed and tested for a minimum of 6 months. This kit features mounts and brackets that are fully compatible with all stock mounting points and components. The upper shock/strut mounts are all constructed of 6061-T6 Aluminum for strength and weight savings. Lower shock mounts are powder coated for corrosion protection and constructed of either 6061-T6 aluminum that has been milled from a single piece (fork or bolt eye mount) or of STKM13C steel with all brackets welded robotically. The included springs come in one of 3 styles: linear, S-barrel, and V-barrel. Linear springs are used in most applications unless limited by the OE design that does not allow the use of linear springs. All spring options are made from SAE9254 steel and have a zinc coating applied under the powder coating for increased spring corrosion protection and long term reliability. All shock bodies used in the BR Series coilovers use a 53mm shock body (unless noted otherwise) for added strength, performance, and increased fluid capacity. All shocks are then powder coated black chrome for clean styling and corrosion protection. Specs and Features: 6k Front & 12k Rear Spring Rate V-Barrel front & Linear rear springs Valved specifically to spring style and rate Aluminum and Rubber Front Mounts Black Powder Coated Components All OE style brackets and mounting for perfect fit 30 Levels of Simultaneous Compression and Rebound Dampening Extreme Drop version allows additional 1-1.5"" lowering over the standard 2-4"" lowering from traditional BR suspension kits Shocks are 1"" shorter in length and springs are specifically selected for greater lowering capabilities Great for Track, Street, and any other conditions",,,,,,
https://www.turnermotorsport.com/p-568069-bc-racing-extreme-low/,BC Racing BR Series Extreme Low Coilovers - F80/2 M3 M4,568069,I-68E-BR,"$1,030.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"Looking for coilovers that will provide reliability on street driven vehicles but are also capable of feeding your weekend track demon's desire for performance? BC Racing's BR Series coilover kit may be just the thing for you. BR Series coilovers are the most popular and versatile option offered by BC racing, offering features such as 30-level dampening adjustment (simultaneous compression and rebound control), linear springs where possible, and a minimum of 2 inches ride height drop, up to 5"". To ensure performance, comfort, and quality, all BR Series kits are Dyno tested during the design stage to determine the best valving and spring rates, then installed and tested for a minimum of 6 months. This kit features mounts and brackets that are fully compatible with all stock mounting points and components.",,,,,,For vehicles with 5-Bolt Mounts and EDC
https://www.turnermotorsport.com/p-598304-ds-series-coilover-kit/,"BC Racing DS Series Coilover Kit - E36 Non-M Coupe, Sedan, and Conve...",598304,I-01-DS,"$1,285.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"The DS series from BC racing offers increased control and feedback for those looking to achieve the best driving experience possible. Digressive Valving means the shock is firmer at low speed, while transitioning to a softer and more linear feel as (shaft) speed increases. This leads to a much more planted and controlled feeling in the chassis, increased feedback through the wheel, and a slight drop in passenger comfort. Swift Springs are available upon request with your choice of rates and matched or custom valving.",,,,,,
https://www.turnermotorsport.com/p-598276-ds-series-coilover-kit/,BC Racing DS Series Coilover Kit - F10 All Models,598276,I-16-DS,"$1,285.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=96&Nrpp=48#,"The DS series from BC racing offers increased control and feedback for those looking to achieve the best driving experience possible. Digressive Valving means the shock is firmer at low speed, while transitioning to a softer and more linear feel as (shaft) speed increases. This leads to a much more planted and controlled feeling in the chassis, increased feedback through the wheel, and a slight drop in passenger comfort. Swift Springs are available upon request with your choice of rates and matched or custom valving.",,,,,,
https://www.turnermotorsport.com/p-598264-ds-series-coilover-kit/,BC Racing DS Series Coilover Kit - Z3 All Models,598264,I-10-DS,"$1,285.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=144&Nrpp=48#,"The DS series from BC racing offers increased control and feedback for those looking to achieve the best driving experience possible. Digressive Valving means the shock is firmer at low speed, while transitioning to a softer and more linear feel as (shaft) speed increases. This leads to a much more planted and controlled feeling in the chassis, increased feedback through the wheel, and a slight drop in passenger comfort. Swift Springs are available upon request with your choice of rates and matched or custom valving.",,,,,,
https://www.turnermotorsport.com/p-568108-bc-racing-extreme-low/,BC Racing BR Series Extreme Low Coilovers - Z3 2.3 2.5 2.8 2.5i 3.0i...,568108,I-10E-BR,"$1,030.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=144&Nrpp=48#,"Looking for coilovers that will provide reliability on street driven vehicles but are also capable of feeding your weekend track demon's desire for performance? BC Racing's BR Series coilover kit may be just the thing for you. BR Series coilovers are the most popular and versatile option offered by BC racing, offering features such as 30-level dampening adjustment (simultaneous compression and rebound control), linear springs where possible, and a minimum of 2 inches ride height drop, up to 5"". To ensure performance, comfort, and quality, all BR Series kits are Dyno tested during the design stage to determine the best valving and spring rates, then installed and tested for a minimum of 6 months. This kit features mounts and brackets that are fully compatible with all stock mounting points and components. The upper shock/strut mounts are all constructed of 6061-T6 Aluminum for strength and weight savings. BC Racing design 1 of 3 types of upper mounts for each vehicle: Caster/Camber Plates (+/- 3* camber), Camber Plates (+/- 3* camber), and Rubber Mount Plates (NVH reduction). The included mount option for this kit is shown in the kit specs and features below. Lower shock mounts are powder coated for corrosion protection and constructed of either 6061-T6 aluminum that has been milled from a single piece (fork or bolt eye mount) or of STKM13C steel with all brackets welded robotically. The included springs come in one of 3 styles: linear, S-barrel, and V-barrel. Linear springs are used in most applications unless limited by the OE design that does not allow the use of linear springs. All spring options are made from SAE9254 steel and have a zinc coating applied under the powder coating for increased spring corrosion protection and long term reliability. All shock bodies used in the BR Series coilovers use a 53mm shock body (unless noted otherwise) for added strength, performance, and increased fluid capacity. All shocks are then powder coated black chrome for clean styling and corrosion protection. Specs and Features: 6k Front & 12k Rear Spring Rate V-Barrel front & Linear rear springs Valved specifically to spring style and rate Camber Plate Front Mounts Aluminum and Rubber Front Mounts Black Powder Coated Components All OE style brackets and mounting for perfect fit 30 Levels of Simultaneous Compression and Rebound Dampening Extreme Drop version allows additional 1-1.5"" lowering over the standard 2-4"" lowering from traditional BR suspension kits Shocks are 1"" shorter in length and springs are specifically selected for greater lowering capabilities Great for Track, Street, and any other conditions",,,,,,
https://www.turnermotorsport.com/p-555840-br-series-coilover-suspension-kit/,"BC Racing BR Series Coilover Suspension Kit - E28 528e 533i 535i/is
...",555840,I-34-BR,"$1,030.00",https://www.turnermotorsport.com/c-554-bmw-coilovers?No=144&Nrpp=48#,Looking for coilovers that will provide reliability on street driven vehicles but are also capable of feeding your weekend track demon's desire for performance? BC Racing's BR Series coilover kit may be just the thing for you.,30 Levels of Simultaneous Compression and Rebound Dampening,2 inch minimum and 3+ Inches of total potential drop,,Specs and Features:,,
