product-img-link href,cleanDesc,part-info,part-info 2,price,starting-at,short-description,short-description href 2
https://www.turnermotorsport.com/p-340401-turner-motorsport-power-pulley-upgrade-kit-z3-25i-01-02/,"Turner Motorsport Power Pulley Upgrade Kit - Z3 2.5i 01-02
        ...",340401,PPK-Z3-25,$247.91,Starting at,"Underdrive Power Pulleys work to 'free up' horsepower. Any accessory that spins from the main drive belt is using up power. That's power that could otherwise be used to move the car. By giving some of that power back to the engine, you can make the car faster! It's like   !   Underdrive pulleys for your BMW will slow down engine-mounted accessories - the water pump, power steering pump, and alternator*. These systems contribute to 'parasitic losses' - power lost from what the engine could produce if it did not have these systems. Since less energy is used to move them, that power is transferred back to the engine and used to propel the car. Our pulleys give a 10-20% reduction in rotation, releasing up to 11hp on most BMW six-cylinder engines. There's also a small but noticeable improvement in throttle response too! We have done extensive testing and development work, both on and off the track, to ensure that the accessory systems function as they should. On our Racing pulley kits we actually underdrive certain components more so we feel our Street pulleys are an ideal compromise between power/torque gains, reliability, and system performance. Our pulley kits have been on the market for over ten years, and used in all of our own cars, with zero component failures related to their use.   Our pulleys are made from T-6061 aluminum and finished in a durable black hard anodize that is very resistant to wear, chemical exposure, and heat. We designed our pulleys to look similar to the factory parts but also to be stronger and, in most cases, slightly lighter too. For example, a Turner alternator pulley is less than half the weight of the stock steel pulley! With our hardcoat aluminum you will never have to worry about a serious failure of a stock plastic pulley. A 'stealth' approach to aesthetics was our goal and we let the results speak for the pulley design. Installation is straight forward and easy with simple hand tools. Removal of the fan is required for access to the front of the engine. Total install time for a 3-piece pulley set should be around 1.5 hours. A new longer belt is included and we also recommend replacing the separate A/C belt, belt tensioners, and the guide and deflection pulleys at the same time.     Bosch or Valeo? BMW built your car with either a Bosch or Valeo brand alternator. Unfortunately, the pulley is not the same for both brands. The brand is usually printed on the black plastic cover of the alternator but may be facing the frame rail or the ground. If you know which brand you have, select your option below and we'll send you the correct alternator pulley for your BMW. Don't know which you have? NO PROBLEM! We can send you both. The 2nd pulley costs $40 but you will receive a refund once we get the un-used pulley back (return shipping not included).     We offer our kits in two different ways: the full Power Pulley Kit with all 3 pulleys or a 2 pulley kit if you do not wish to underdrive your alternator (for large stereo systems or other battery-draining modifications). Our kits have been tested for compatability with the factory premium stereo systems (Harmon Kardon, etc). But any major alterations or upgrades from the factory system will work best with our 2 pulley kit and no underdriving of the alternator. For all stock stereo systems the 3 pulley set is recommended because the Turner alternator pulley will help make more power and is also much lighter than the stock pulley.              2001-2002    Z3 2.5i",https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/pages/tms_ppk_detail.pdf
https://www.turnermotorsport.com/p-639878-vac-harmonic-superdamper-by-ati-s54/,VAC Harmonic SuperDamper By ATI - S54,639878,VAC-HPCDK-S54-ST,"$1,049.95",,"If you are breaking crankshafts and oil pumps, the cause may be a mystery to you as it has been to many of our customers. We know that controlling the harmonic resonance of the BMW 6 is highly important as RPMs rise, but the ideal configuration of the inline-6 motor makes even experienced engine builders overlook some fundamental principals of engine harmonics that can be destructive. ATI Performance Products has partnered with VAC Motorsports to develop new dampers for BMW 2.5L, 2.8L, 3.0L and 3.2L straight-6 engines found in the E36 and E46 M3, E9X and E6X, as well as newer Z3s and Z4s. These dampers eliminate crankshaft harmonic vibration, which allows the engine to produce more horsepower and torque, while also reducing internal engine wear at the same time. Broken oil pumps and timing chains will be a thing of the past! When used with a VAC accessory pulley, these dampers are a direct replacement over the OEM balancer. They have a 7” outer diameter and include OEM style timing alignment tabs. BMW enthusiasts should know that all ATI Super Dampers exceed SFI 18.1 Safety Certification and are approved for competition. The advantages of the ATI SuperDamper include eliminating vibration issues with inline 6 engines equipped with lightweight clutch and flywheel assemblies, reduced bearing, engine accessories, oil pump wear, and compatibility with underdrive pulleys. Includes lightweight VAC Billet Crankshaft Pulley. Made in the USA.",
https://www.turnermotorsport.com/p-639880-vac-harmonic-superdamper-by-ati-s55/,VAC Harmonic SuperDamper By ATI - S55,639880,VAC-HPCD-S55,$899.95,,"If you are breaking crankshafts and oil pumps, the cause may be a mystery to you as it has been to many of our customers. We know that controlling the harmonic resonance of the BMW 6 is highly important as RPMs rise, but the ideal configuration of the inline-6 motor makes even experienced engine builders overlook some fundamental principals of engine harmonics that can be destructive. ATI Performance Products has partnered with VAC Motorsports to develop new dampers for BMW 2.5L, 2.8L, 3.0L and 3.2L straight-6 engines found in the E36 and E46 M3, E9X and E6X, as well as newer Z3s and Z4s. These dampers eliminate crankshaft harmonic vibration, which allows the engine to produce more horsepower and torque, while also reducing internal engine wear at the same time. Broken oil pumps and timing chains will be a thing of the past! When used with a VAC accessory pulley, these dampers are a direct replacement over the OEM balancer. They have a 7” outer diameter and include OEM style timing alignment tabs. BMW enthusiasts should know that all ATI Super Dampers exceed SFI 18.1 Safety Certification and are approved for competition. The advantages of the ATI SuperDamper include eliminating vibration issues with inline 6 engines equipped with lightweight clutch and flywheel assemblies, reduced bearing, engine accessories, oil pump wear, and compatibility with underdrive pulleys. Includes lightweight VAC Billet Crankshaft Pulley. Made in the USA.",
https://www.turnermotorsport.com/p-639877-vac-harmonic-superdamper-by-ati-m50s50m52s52/,VAC Harmonic SuperDamper By ATI - M50/S50/M52/S52,639877,VAC-HPCD-M50-TR,$949.95,,"If you are breaking crankshafts and oil pumps, the cause may be a mystery to you as it has been to many of our customers. We know that controlling the harmonic resonance of the BMW 6 is highly important as RPMs rise, but the ideal configuration of the inline-6 motor makes even experienced engine builders overlook some fundamental principals of engine harmonics that can be destructive. ATI Performance Products has partnered with VAC Motorsports to develop new dampers for BMW 2.5L, 2.8L, 3.0L and 3.2L straight-6 engines found in the E36 and E46 M3 as well as newer Z3s and Z4s. These dampers eliminate crankshaft harmonic vibration, which allows the engine to produce more horsepower and torque, while also reducing internal engine wear at the same time. Broken oil pumps and timing chains will be a thing of the past! When used with a VAC accessory pulley, these dampers are a direct replacement over the OEM balancer. They have a 7” outer diameter and include OEM style timing alignment tabs. BMW enthusiasts should know that all ATI Super Dampers exceed SFI 18.1 Safety Certification and are approved for competition. The advantages of the ATI SuperDamper include eliminating vibration issues with inline 6 engines equipped with lightweight clutch and flywheel assemblies, reduced bearing, engine accessories, oil pump wear, and compatibility with underdrive pulleys. Kit includes: Damper Lightweight VAC Billet Crankshaft Pulley Mounting and Installation Hardware Trigger Ring for OBD1 systems Note: Will NOT work with S50B30 & S50B32 Euro Engines, For Street/Track cars with Air Conditioning, the Additional A/C Pulley Option is REQUIRED as the OE A/C pulley is not compatible. The additional mounting and installation hardware is also included. Made in the USA",
https://www.turnermotorsport.com/p-388034-turner-motorsport-race-alternator-pulley-for-e46z3-m54-bosch-alternator/,Turner Motorsport Race Alternator Pulley For E46/Z3 M54 Bosch Altern...,388034,TEN9922330,$99.16,Starting at,Turner Power Pulley Kit is required,
https://www.turnermotorsport.com/p-340403-turner-motorsport-power-pulley-upgrade-kit-z3-2328-99-00/,"Turner Motorsport Power Pulley Upgrade Kit - Z3 2.3/2.8 99-00
     ...",340403,PPK-Z3-M52TU,$233.14,Starting at,"Underdrive Power Pulleys work to 'free up' horsepower. Any accessory that spins from the main drive belt is using up power. That's power that could otherwise be used to move the car. By giving some of that power back to the engine, you can make the car faster! It's like   !   Underdrive pulleys for your BMW will slow down engine-mounted accessories - the water pump, power steering pump, and alternator*. These systems contribute to 'parasitic losses' - power lost from what the engine could produce if it did not have these systems. Since less energy is used to move them, that power is transferred back to the engine and used to propel the car. Our pulleys give a 10-20% reduction in rotation, releasing up to 11hp on most BMW six-cylinder engines. There's also a small but noticeable improvement in throttle response too! We have done extensive testing and development work, both on and off the track, to ensure that the accessory systems function as they should. On our Racing pulley kits we actually underdrive certain components more so we feel our Street pulleys are an ideal compromise between power/torque gains, reliability, and system performance. Our pulley kits have been on the market for over ten years, and used in all of our own cars, with zero component failures related to their use.   Our pulleys are made from T-6061 aluminum and finished in a durable black hard anodize that is very resistant to wear, chemical exposure, and heat. We designed our pulleys to look similar to the factory parts but also to be stronger and, in most cases, slightly lighter too. For example, a Turner alternator pulley is less than half the weight of the stock steel pulley! With our hardcoat aluminum you will never have to worry about a serious failure of a stock plastic pulley. A 'stealth' approach to aesthetics was our goal and we let the results speak for the pulley design. Installation is straight forward and easy with simple hand tools. Removal of the fan is required for access to the front of the engine. Total install time for a 3-piece pulley set should be around 1.5 hours. A new longer belt is included and we also recommend replacing the separate A/C belt, belt tensioners, and the guide and deflection pulleys at the same time.     Bosch or Valeo? BMW built your car with either a Bosch or Valeo brand alternator. Unfortunately, the pulley is not the same for both brands. The brand is usually printed on the black plastic cover of the alternator but may be facing the frame rail or the ground. If you know which brand you have, select your option below and we'll send you the correct alternator pulley for your BMW. Don't know which you have? NO PROBLEM! We can send you both. The 2nd pulley costs $40 but you will receive a refund once we get the un-used pulley back (return shipping not included).     We offer our kits in two different ways: the full Power Pulley Kit with all 3 pulleys or a 2 pulley kit if you do not wish to underdrive your alternator (for large stereo systems or other battery-draining modifications). Our kits have been tested for compatability with the factory premium stereo systems (Harmon Kardon, etc). But any major alterations or upgrades from the factory system will work best with our 2 pulley kit and no underdriving of the alternator. For all stock stereo systems the 3 pulley set is recommended because the Turner alternator pulley will help make more power and is also much lighter than the stock pulley.              1999-2000    Z3 2.3 Z3 2.8",https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/pages/tms_ppk_detail.pdf
https://www.turnermotorsport.com/p-388712-turner-motorsport-race-alternator-pulley-for-e46z3-m52tu-bosch-alternator/,Turner Motorsport Race Alternator Pulley For E46/Z3 M52TU Bosch Alte...,388712,TEN9922778TU,$151.27,Starting at,"Part of the process of building a proper race car is to delete and simplify portions of the wiring harness. This not only saves weight and reduces complexity, but it also allows you to run a smaller, lighter racing battery. So why is your alternator still charging at the original rate?!? This M52TU racing alternator pulley underdrives the alternator more than our standard Power Pulley, freeing up horsepower and reducing alternator wear. This pulley is over 80% larger than the original stock pulley. With less electrical load, you don't need the original alternator output anymore. You can drive the alternator less and return that ""lost"" horsepower back to the engine. This part is an upgrade to the alternator pulley already included in our Power Pulley kit and was developed and race-proven on our E46 Touring Cars.",
https://www.turnermotorsport.com/p-340392-turner-motorsport-power-pulley-kit-e39-528i-97-98/,Turner Motorsport Power Pulley Kit - E39 528i 97-98,340392,PPK-E39,$233.14,Starting at,* Alternator Pulley Options,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/pages/tms_ppk_detail.pdf
https://www.turnermotorsport.com/p-553971-rogue-engineering-power-pulley-e46-m3-s54-mz3mz4/,"Rogue Engineering Power Pulley Set - S54 - E46 M3, Z3/Z4 M
        ...",553971,PP.S54,$259.00,,"Rogue Engineering has developed a power pulley kit that reduces the drag on specific pulleys while allowing others to remain at their same efficiency. This allows for perfect operation in daily driven vehicles without a hiccup or stutter. However, when the demand for power is requested, the power pulley kit allows for the freed power to become apparent.  The term ""power"" pulley is a bit of a misnomer. Underdrive pulleys actually  power by reducing the drag caused by the accessories.  These pulleys are based off a calculated percentage from factory dimensions, so that particular component speeds are  reduced without affecting their true purpose.",
https://www.turnermotorsport.com/p-553840-rogue-engineering-power-pulley-e9x-m3-2008-6-speed-only/,"Rogue Engineering Power Pulley Set - E9X M3 (up to 05/2008)
       ...",553840,PP.S65.V8.A,$295.00,,"Rogue Engineering has developed a power pulley kit that reduces the drag on specific pulleys while allowing others to remain at their same efficiency. This allows for perfect operation in daily driven vehicles without a hiccup or stutter. However, when the demand for power is requested, the power pulley kit allows for the freed power to become apparent. The term ""power"" pulley is a bit of a misnomer. Underdrive pulleys actually free up power by reducing the drag caused by the accessories. These pulleys are based off a calculated percentage from factory dimensions, so that particular component speeds are safely reduced without affecting their true purpose.",
https://www.turnermotorsport.com/p-554021-rogue-engineering-power-pulley-e46-not-m3/,Rogue Engineering Power Pulley - E46 (Non-M),554021,P.E46,$225.00,,"Rogue Engineering has developed a power pulley kit that reduces the drag on specific pulleys while allowing others to remain at their same efficiency. This allows for perfect operation in daily driven vehicles without a hiccup or stutter. However, when the demand for power is requested, the power pulley kit allows for the freed power to become apparent.  The term ""power"" pulley is a bit of a misnomer. Underdrive pulleys actually  power by reducing the drag caused by the accessories.  These pulleys are based off a calculated percentage from factory dimensions, so that particular component speeds are  reduced without affecting their true purpose.",
https://www.turnermotorsport.com/p-382305-afe-power-pulley/,AFE Power Pulley - E60 M5,382305,79-10003,$435.00,,"aFe Power's new power pulley brings performance engineering to your BMW M5. This power pulley is a complete bolt-on kit, including the pulley, bolts, and belts. aFe’s power pulleys are CNC machined out of billet aluminum and black anodized for that aggressive look under the M5’s hood. This power pulley does not modify factory harmonics or dampening. In recent Dyno testing this power pulley produced 5 HP and 6lbs. x ft. torque. When it comes to engineering for power, performance, protection and value, aFe Power is the only choice.",
https://www.turnermotorsport.com/p-553959-rogue-engineering-power-pulley-e46-m3-s54-mz3mz4-racing-only/,"Rogue Engineering Racing Power Pulley Set - S54 - E46 M3, Z3/Z4 M
 ...",553959,PP.S54.RACE,$599.00,,This part fits the following chassis:,
https://www.turnermotorsport.com/p-397284-power-pulley-kit/,Active Autowerke Power Pulley Kit - E60 M5 E63 M6,397284,13-002,$379.00,,E60,
https://www.turnermotorsport.com/p-388710-turner-motorsport-race-alternator-pulley-for-e46-m3-valeo-alternator/,Turner Motorsport Race Alternator Pulley For E46 M3,388710,TEN4622RM3,$140.21,Starting at,"For use with the stock VALEO M3 alternator only Part of the process of building a proper race car is to delete and simplify portions of the wiring harness. This not only saves weight and reduces complexity, but it also allows you to run a smaller, lighter racing battery. So why is your alternator still charging at the original rate?!? This S54 racing alternator pulley underdrives the alternator more than our standard Power Pulley, freeing up horsepower and reducing alternator wear. This pulley is over 70% larger than the original stock pulley. With less electrical load, you don't need the original alternator output anymore. You can drive the alternator less and return that ""lost"" horsepower back to the engine. This part was developed and race-proven on our E46 Touring Cars. Because this pulley is so much larger than the original (70%), special care will need to be taken so that it does not interfere wtih other components on the engine - power steering lines, oil cooler lines, coolant hoses, etc. This pulley is strictly for race/track cars only, due to the size of the alternator pulley the proper voltage cannot be maintained at low RPM. This pulley must be used with our Turner Power Pulley or Turner Racing Pulley kits.",
https://www.turnermotorsport.com/p-340402-turner-motorsport-power-pulley-upgrade-kit-z3-30i-01-02/,"Turner Motorsport Power Pulley Upgrade Kit - Z3 3.0i 01-02
        ...",340402,PPK-Z3-30,$233.67,Starting at,"Underdrive Power Pulleys work to 'free up' horsepower. Any accessory that spins from the main drive belt is using up power. That's power that could otherwise be used to move the car. By giving some of that power back to the engine, you can make the car faster! It's like   !   Underdrive pulleys for your BMW will slow down engine-mounted accessories - the water pump, power steering pump, and alternator*. These systems contribute to 'parasitic losses' - power lost from what the engine could produce if it did not have these systems. Since less energy is used to move them, that power is transferred back to the engine and used to propel the car. Our pulleys give a 10-20% reduction in rotation, releasing up to 11hp on most BMW six-cylinder engines. There's also a small but noticeable improvement in throttle response too! We have done extensive testing and development work, both on and off the track, to ensure that the accessory systems function as they should. On our Racing pulley kits we actually underdrive certain components more so we feel our Street pulleys are an ideal compromise between power/torque gains, reliability, and system performance. Our pulley kits have been on the market for over ten years, and used in all of our own cars, with zero component failures related to their use.   Our pulleys are made from T-6061 aluminum and finished in a durable black hard anodize that is very resistant to wear, chemical exposure, and heat. We designed our pulleys to look similar to the factory parts but also to be stronger and, in most cases, slightly lighter too. For example, a Turner alternator pulley is less than half the weight of the stock steel pulley! With our hardcoat aluminum you will never have to worry about a serious failure of a stock plastic pulley. A 'stealth' approach to aesthetics was our goal and we let the results speak for the pulley design. Installation is straight forward and easy with simple hand tools. Removal of the fan is required for access to the front of the engine. Total install time for a 3-piece pulley set should be around 1.5 hours. A new longer belt is included and we also recommend replacing the separate A/C belt, belt tensioners, and the guide and deflection pulleys at the same time.       BMW built your car with either a Bosch or Valeo brand alternator. Unfortunately, the pulley is not the same for both brands. The brand is usually printed on the black plastic cover of the alternator but may be facing the frame rail or the ground. If you know which brand you have, select your option below and we'll send you the correct alternator pulley for your BMW. Don't know which you have? NO PROBLEM! We can send you both. The 2nd pulley costs $40 but you will receive a refund once we get the un-used pulley back (return shipping not included).     We offer our kits in two different ways: the full Power Pulley Kit with all 3 pulleys or a 2 pulley kit if you do not wish to underdrive your alternator (for large stereo systems or other battery-draining modifications). Our kits have been tested for compatability with the factory premium stereo systems (Harmon Kardon, etc). But any major alterations or upgrades from the factory system will work best with our 2 pulley kit and no underdriving of the alternator. For all stock stereo systems the 3 pulley set is recommended because the Turner alternator pulley will help make more power and is also much lighter than the stock pulley.              2001-2002    Z3 3.0i",https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/pages/tms_ppk_detail.pdf
https://www.turnermotorsport.com/p-393209-shark-injector-performance-software-turner-power-pulley-kit-e46-m3/,"E46 M3 Power Package - Shark Injector, Power Pulleys, & IAT Relo...",393209,E46S54SIPULLEY,$715.12,Starting at,Turner Motorsport Power Pulleys,
