web-scraper-order,web-scraper-start-url,catagory,catagory-href,name
1632252777-1112,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z2 Mini G5 Workstation - 1 x Intel Core i7 -  i7-10700 10th Gen 2.90 GHz - 16...
1632252777-894,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z2 G5 Workstation - 1 x Intel Core i5 -  i5-10500 10th Gen 3.10 GHz - 8 GB RA...
1632252830-1229,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP X360 1030 G2 Ultrabook Laptop,13.3"" Touchscreen, Intel® Core™ i7, 8GB Memory,..."
1632252830-1266,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP ProBook 640 G1 Refurbished Laptop, 14"" Screen, Intel® Core™ i5, 4GB Memory, 1..."
1632251324-143,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP Mini-in-One 7AX23AA 23.8"" Full HD LED LCD Monitor - 16:9 - Black - 24"" Class ..."
1632252777-887,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP ProDesk 600 G2 Refurbished Desktop PC, Intel® Core™ i7, 16GB Memory, 240GB So..."
1632252777-1019,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP EliteDesk 800 G1 Refurbished Desktop PC, Intel® Core™ i7, 8GB Memory, 256GB S..."
1632251324-133,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP E24q G4 23.8"" QHD LED LCD Monitor - 16:9 - 24"" Class - In-plane Switching (IP..."
1632252777-853,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z4 G4 Workstation - 1 x Intel Xeon Quad-core 4 Core W-2102 2.90 GHz - 8 GB DD...
1632251324-140,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP Z22n G2 - LED monitor - 21.5"" (21.5"" viewable) - 1920 x 1080 Full HD (1080p) ..."
1632252777-1024,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Elite Slice G2 Desktop Computer - Intel Core i7 7th Gen i7-7700T 2.90 GHz - 1...
1632252830-1226,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP ENVY x360 15-aq165nr Convertible Laptop, 15.6"" Touch Screen, 7th Gen Intel® C..."
1632252777-1067,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP ZCentral 4R Workstation - Intel Xeon Quad-core (4 Core) W-2223 3.60 GHz - 8 G...
1632252777-893,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP Elitedesk 800 G1 Remanufactured Laptop, 13.3"" Screen, Intel® Core™ i5, 8GB Me..."
1632252777-737,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z2 G5 Workstation - 1 x Intel Xeon -  W-1250 3.30 GHz - 16 GB RAM - 256 GB SS...5.0 out of 5 stars. 1 review
1632252777-870,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP ProDesk 400 G1 Refurbished Desktop PC, Intel® Core™ i5, 8GB Memory, 120GB Sol..."
1632251324-182,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP Business Z32 31.5"" 4K UHD WLED LCD Monitor - 16:9 - Black - 31"" Class - 3840 ..."
1632252777-738,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP Compaq 6200 Pro Refurbished Desktop PC, Intel® Pentium®, 4GB Memory, 500GB Ha...3.9 out of 5 stars. 13 reviews"
1632252830-1308,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP ProBook x360 11 G3 EE 11.6"" Touchscreen 2 in 1 Notebook - 1366 x 768 - Intel ...0.0 out of 5 stars."
1632252777-1087,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP M01-F0016 Desktop PC, AMD Ryzen™ 5, 8GB Memory, 256GB Solid State Drive, Wind...4.5 out of 5 stars. 218 reviews"
1632251324-188,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP Business Z31x 31.1"" 4K WLED LCD Monitor - 17:9 - Black - 31"" Class - 4096 x 2..."
1632251324-144,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP Business Z27n G2 27"" WQHD LED LCD Monitor - 16:9 - Silver - 2560 x 1440 - 350..."
1632252830-1289,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP Elite Dragonfly 13.3"" Touchscreen 2 in 1 Notebook - Intel Core i7 (8th Gen) i..."
1632252777-1050,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP EliteDesk 800 G1 SFF Refurbished Desktop PC, Intel® Core™ i3, 8GB Memory, 240..."
1632252777-1036,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP ProDesk 600 G1 Refurbished Desktop PC, Intel® Core™ i5, 8GB Memory, 500GB Har...4.3 out of 5 stars. 11 reviews"
1632252830-1205,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP EliteBook 840 G3 Refurbished Ultrabook Laptop, 14"" Screen, Intel® Core™ i5, 1...0.0 out of 5 stars."
1632252777-901,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z6 G4 Workstation - Intel Xeon Silver Octa-core 8 Core 4208 2.10 GHz - 32 GB ...
1632252830-1233,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP EliteBook x360 1030 G7 13.3"" Touchscreen 2 in 1 Notebook - Intel Core i7 10th...0.0 out of 5 stars."
1632251324-105,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP 27"" Full HD LCD Monitor, P27h"
1632252777-751,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP ProDesk 600 G1 Refurbished Desktop PC, Intel® Core™ i7, 16GB Memory, 480GB So...3.0 out of 5 stars. 1 review"
1632252777-743,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP Compaq 6300 Pro Refurbished Desktop PC, Intel® Pentium®, 4GB Memory, 500GB Ha...2.9 out of 5 stars. 10 reviews"
1632252777-857,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP ProDesk 600G2 Mini Refurbished Desktop PC, Intel® Core™ i5, 8GB Memory, 256GB..."
1632252777-993,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP EliteDesk 800 G3 Refurbished Desktop PC, Intel® Core™ i7, 16GB Memory, 512GB ..."
1632252830-1207,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP EliteBook Folio 9470M Refurbished Laptop, 14"" Screen, Intel® Core™ i5, 8GB Me...3.0 out of 5 stars. 2 reviews"
1632251324-178,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP Envy 27"" LED LCD Monitor, FreeSync"
1632252777-844,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Business Desktop ProDesk 600 G5 Desktop Computer - Intel Core i7 9th Gen i7-9...
1632252777-1180,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z2 Mini G5 Workstation - 1 x Intel Core i7 Octa-core (8 Core) i7-10700 10th G...0.0 out of 5 stars.
1632252830-1262,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP Elite Dragonfly 13.3"" Touchscreen 2 in 1 Notebook - Intel Core i7 i7-8565U Qu..."
1632252777-731,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP Pavilion TP01-2066 Desktop PC, AMD Ryzen 7, 16GB Memory, 256GB Solid State Dr...4.4 out of 5 stars. 31 reviews"
1632252777-974,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP 24-f0030 All-In-One PC, 23.8"" Full HD Touch Screen, AMD A6 Dual Core, 4 GB Me..."
1632252777-828,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP EliteDesk 800 G6 - Mini desktop - Core i5 10500 / 3.1 GHz - vPro - RAM 16 GB ...
1632252777-771,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP 8300 Elite Refurbished Desktop PC, Intel® Core™ i5, 8GB Memory, 500GB Hard Dr..."
1632252830-1286,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP EliteBook 840 G3 Refurbished Laptop, 14"" Screen, Intel® Core™ i5, 8GB Memory,..."
1632252830-1309,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP Pavilion x360 15-br075nr Convertible Laptop, 15.6"" Touch Screen, 7th Gen Inte...0.0 out of 5 stars."
1632252777-852,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Business Desktop ProDesk 600 G6 Desktop Computer - Intel Core i7 10th Gen i7-...
1632251324-167,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP Envy 32"" QHD LED LCD Monitor With Speakers, White/Jack Black/Natural Silver"
1632252777-814,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP Pavilion Desktop PC, AMD Ryzen 5, 12GB Memory, 1TB Hard Drive, Windows® 10, H..."
1632252830-1306,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP EliteBook x360 830 G6 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Intel...0.0 out of 5 stars."
1632252830-1213,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP Elitebook 8460P Refurbished Laptop, 14"" Screen, Intel® Core™ i5, 8GB Memory, ..."
1632251324-150,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP E27 G4 - No Stand - E-Series - LED monitor - 27"" - 1920 x 1080 Full HD (1080p..."
1632252777-864,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP ProDesk 600 G2 Refurbished Desktop PC, Intel® Core™ i5, 8GB Memory, 256GB Sol..."
1632252777-902,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP EliteDesk 800 G6 - Mini desktop - Core i7 10700T / 2 GHz - vPro - RAM 16 GB -...
1632252777-931,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z4 G4 Workstation - 1 x Intel Xeon Quad-core 4 Core W-2223 3.60 GHz - 8 GB DD...
1632252777-802,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP ProDesk 600 G6 - Mini desktop - Core i5 10500T / 2.3 GHz - vPro - RAM 16 GB -...
1632251324-130,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP P174 17"" SXGA LED LCD Monitor - 5:4 - Black - 17"" Class - Twisted nematic (TN..."
1632252777-986,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP ENVY 795-0050 Desktop PC, 8th Gen Intel® Core™ i7, 16GB Memory, 2TB Hard Driv..."
1632251324-184,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP Business Z38c 37.5"" WLED Curved Display LCD Monitor - 21:9 - 5ms - 3840 x 160..."
1632252777-977,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Business Desktop ProDesk 600 G6 Desktop Computer - Intel Core i5 10th Gen i5-...
1632252830-1194,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP 14a-na0022od Chromebook, 14"" Screen, Intel® Pentium® Silver, 4GB Memory, 64GB...4.6 out of 5 stars. 74 reviews"
1632252777-827,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP Workstation Z210 SFF Refurbished Desktop PC, Intel® Core™ i5, 16GB Memory, 25..."
1632252777-1026,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z4 G4 Workstation - 1 x Intel Xeon Quad-core (4 Core) W-2125 4 GHz - 8 GB DDR...
1632251324-163,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP E27u G4 27"" WQHD Edge WLED LCD Monitor - 16:9 - 27"" Class - In-plane Switchin..."
1632252777-1049,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP ProOne 600 G5 - All-in-one - 1 x Core i5 9500 / 3 GHz - RAM 8 GB - SSD 256 GB...
1632252777-1042,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP EliteDesk 800 G5 Desktop Computer - Intel Core i5 9th Gen i5-9500 3 GHz - 16 ...
1632252777-1034,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z6 G4 Workstation - Xeon Silver 4208 - 32 GB RAM - 256 GB SSD - Tower - Black...5.0 out of 5 stars. 1 review
1632252777-918,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z2 G5 Workstation - 1 x Intel Core i5 -  i5-10500 10th Gen 3.10 GHz - 16 GB R...
1632252777-1122,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP ProDesk 600 G2 Refurbished Desktop PC, Intel® Core™ i7, 16GB Memory, 480GB So...0.0 out of 5 stars."
1632252777-1045,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP EliteDesk 800 G1 Refurbished Desktop PC, Intel® Core™ i5, 8GB Memory, 500GB H..."
1632251324-155,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP E14 G4 14"" Full HD LCD Monitor - 16:9 - 14"" Class - In-plane Switching (IPS) ..."
1632252777-884,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP EliteDesk 805 G6 Desktop Computer - AMD Ryzen 7 PRO 4750G Octa-core (8 Core) ...
1632251324-129,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP 24uh 24"" LED Monitor"
1632252777-765,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP Compaq Elite 8300 Refurbished Desktop PC, Intel® Core™ i3, 8GB Memory, 1TB Ha..."
1632252777-1148,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP EliteDesk 800 G1 Refurbished Desktop PC, Intel® Core™ i5, 8GB Memory, 128GB S...4.0 out of 5 stars. 1 review"
1632252830-1297,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP ProBook x360 11 G4 EE 11.6"" Touchscreen 2 in 1 Notebook - 1366 x 768 - Intel ..."
1632252830-1214,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP EliteBook 840 G3 Refurbished Laptop, 14"" Screen, 6th Gen Intel® Core™ i5, 8GB..."
1632252777-975,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Slimline 290-a0030 - MT - A4 9125 / 2.3 GHz - RAM 4 GB - HDD 1 TB - DVD-Write...
1632252830-1216,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP EliteBook X360 1030 G2 2-In-1 Refurbished Laptop, 13.3"" Touch Screen, Intel® ..."
1632252777-1137,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Business Desktop ProDesk 400 G6 Desktop Computer - Intel Core i5 10th Gen i5-...
1632252777-888,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP EliteOne 800 G6 All-in-One Computer - Intel Core i7 10th Gen i7-10700 Octa-co...
1632252777-856,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z2 G5 Workstation - 1 x Intel Core i9 Deca-core (10 Core) i9-10900 10th Gen 2...
1632252777-783,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z1 G5 Workstation - Intel Core i5 Hexa-core (6 Core) i5-9500 9th Gen 3 GHz - ...
1632252777-1142,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP Pavilion 690-0020 Gaming Desktop PC, AMD Ryzen, 8GB Memory, 1TB Hard Drive, W..."
1632252777-736,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP Pro 6300 Refurbished Desktop PC, Intel® Core™ i5, 8GB Memory, 500GB Hard Driv...4.3 out of 5 stars. 14 reviews"
1632252830-1230,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP EliteBook x360 1030 G7 LTE Advanced 13.3"" Touchscreen 2 in 1 Notebook - Intel...0.0 out of 5 stars."
1632252777-900,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP Elite 8300 Refurbished Desktop PC, 3rd Gen Intel® Core™ i5, 16GB Memory, 500G..."
1632252777-826,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP EliteDesk 805 G6 Desktop Computer - AMD Ryzen 3 PRO - 8 GB RAM DDR4 SDRAM - 2...
1632252777-972,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP ProDesk 600 G1-MT Refurbished Desktop PC, Intel® Core™ i7, 8GB Memory, 256GB ..."
1632251324-148,https://www.officedepot.com/cm/brand/hp,HP Monitors,https://www.officedepot.com/a/browse/hp-monitors/N=5+894047/?cm_sp=brand-_-all-monitors-online-store-hp-_-hp,"HP Refurbished 24"" Widescreen LED LCD Monitor, VESA Mount, ZR24"
1632252777-1068,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,HP Z8 G4 Workstation - Intel Xeon Silver 4215R - 16 GB DDR4 SDRAM RAM - 512 GB S...
1632252830-1200,https://www.officedepot.com/cm/brand/hp,HP Laptops,https://www.officedepot.com/a/browse/hp-laptop-computers/N=5+690296/?cm_sp=brand-_-laptops-online-store-hp-_-hp,"HP 17-cp0124od Laptop, 17.3"" Screen, AMD Ryzen 3, 8GB Memory, 256 Solid State Dr...4.0 out of 5 stars. 1 review"
1632252777-770,https://www.officedepot.com/cm/brand/hp,HP Desktops,https://www.officedepot.com/a/browse/hp-desktop-computers/N=5+690295/?cm_sp=brand-_-hp-desktoppcs-online-store-_-hp,"HP Pro 6300 SFF Refurbished Desktop PC, Intel® Core™ i5, 8GB Memory, 500GB Hard ..."
